,CR_x0,CR_y0,CR_z0,CR_dir_x,CR_dir_y,CR_dir_z,CR_latitude,CR_longitude,Accepted
0,23297.813059112348,-8193.849723178799,9221.050773996252,-0.3086247388058012,0.6949189414899507,0.6494909047519738,69.52579151735497,340.62320728681766,1
1,23912.312930523727,-9606.962713884586,5555.41193132778,-0.18446404706095465,0.7093479486174129,0.6802929539060083,77.83453614466652,338.11181107313035,1
2,-11120.849822941753,-15222.034841538429,-18427.463159604107,-0.3473736172249657,-0.3331255658426582,0.8765608521021526,134.34812099453592,233.84904099114632,1
3,-5621.374208191708,3768.8061840840182,25478.447675600004,0.4755673072554878,-0.8777833992220655,-0.05772382800820364,14.87596341379541,146.16043401464353,1
4,19773.412327759594,-10038.259832906384,-14254.842982069744,0.12916535652103403,-0.3619653290340563,0.9231995511546036,122.73365369161998,333.08471134570624,1
5,13761.98821964604,-16404.890091357513,-15376.6805693818,0.31023077933224147,-0.18964823020503083,0.9315526889741716,125.68225013497263,309.99313537591354,1
6,22061.49313403658,-6539.317173536818,-12864.01553173593,0.08387507887197726,-0.39692722085615006,0.9140097113749026,119.20761714904444,343.4894827424663,1
7,21397.207669430027,-6488.037847261695,13964.95301974857,-0.3634270610209372,0.8181083249342265,0.4456675218040889,58.01224609581462,343.131704571893,1
8,-7809.84585811529,-21221.880293846716,-13549.654920554975,-0.4681480511744442,-0.052397942092925635,0.8820951523764295,120.92959036015813,249.79592374817952,1
9,-14917.312861756694,-10387.646345899848,19092.554160640266,0.5744742045976994,0.6841586996798713,0.4493398067211364,43.593899530474175,214.85136067483174,1
10,-12581.691076714664,-16816.263326012653,-15933.279053613556,-0.24542252053458002,-0.2550596004978601,0.9352605982336291,127.18591398935476,233.19668215016816,1
11,-14717.598244624467,-12826.616745338091,-17715.11356943667,-0.20835207038337603,-0.4059675642639945,0.8898200669419185,132.2211725621873,221.07265910356386,1
12,64.38387019681173,-24437.043161553793,-9888.469054288204,-0.4690533684085163,-0.055538785047263776,0.8814217951356199,112.03068784266618,270.1509558857436,1
