,CR_x0,CR_y0,CR_z0,CR_dir_x,CR_dir_y,CR_dir_z,CR_latitude,CR_longitude,Accepted
0,-26034.883741102974,-1530.9649065564165,-3846.559377176554,0.13345548397621795,0.6978524777083318,0.703698481704356,98.39015447846084,183.36536662863324,1
1,-16205.167221246016,-12823.049097577928,-16368.170672758746,-0.3185417950554538,-0.23511751401122893,0.918286926514817,128.38190057857173,218.35435177364695,1
2,1666.7202986313387,-24728.668541918145,-8981.650159635385,0.47845186212516044,0.0015193928272041826,0.8781124683515223,109.91979749873657,273.855922322141,1
3,-22074.121009159426,-9090.37247440299,11182.725694105287,0.22575466836658825,0.838015901716164,0.49675363932389693,64.90004677317953,202.382417652758,1
4,4079.710192530144,-26005.501591285833,1422.9883100700242,-0.7619691694068881,0.19611987455471452,0.6172033535861745,86.90574047908734,278.9158211070864,1
5,-26080.230014365436,-1192.6324985938227,-3654.35002717174,0.14671626757081496,0.6598947620089657,0.7368943207158132,97.96810828893693,182.6182758494052,1
6,2860.7837720406496,-25959.586092451093,-3587.5967050726963,-0.7296636440454934,0.11495965484456638,0.6740736193593914,97.82163674527546,276.28870192332727,1
7,-9682.27183485761,-18415.64753138732,-16188.655970018972,-0.2882007158997374,-0.26177868608336197,0.9210929740625251,127.88587017167119,242.2662531663741,1
8,-4795.792742243061,-23314.137711016087,-11331.65472317377,-0.46217325365634093,-0.014935865359598212,0.8866638616356661,115.45791843465558,258.37621363057843,1
9,25379.441356786396,-6973.181939582503,1487.8622432607397,-0.11705000538430878,0.7697884131199888,0.6274751750194927,86.76452656040281,344.6366877246708,1
10,23396.82032613451,3635.0059750373957,-11590.106737559467,-0.010847073808944705,0.5862751168089112,0.8100393992889982,116.0816812063957,8.831056097373366,1
11,3212.646212687498,-26164.008066408252,280.41079335240204,-0.6957219436970873,0.20379007606851374,0.6887964735350613,89.39053721364495,277.00023724491666,1
12,1434.5777057537814,15625.703256143885,21183.352627879485,-0.9722770406503991,-0.11719110731119485,-0.20234525097288109,36.52893607441749,84.75444592696532,1
13,10766.785216298209,-11333.902067440924,21226.72947092323,-0.7532914908861825,0.5603131846524119,0.3443850531935795,36.37025264783794,313.530078611407,1
14,15384.10623196863,-11025.945389938157,18349.736992709342,-0.44335615508130066,0.7691953403858146,0.46018892650766446,45.88763886014816,324.37044598748196,1
15,10772.164482363885,-16786.867303899427,17237.070588884017,-0.693409685237995,0.5111078283418925,0.5078895512075233,49.166696345637064,302.68836608398414,1
