,CR_x0,CR_y0,CR_z0,CR_dir_x,CR_dir_y,CR_dir_z,CR_latitude,CR_longitude,Accepted
0,-2559.659153061577,-22886.386407184695,-12830.296420627996,-0.4246345610964231,-0.1386738719410639,0.8946815337109186,119.12369056264505,263.61844561068733,1
1,15785.104344928859,1148.5672839291315,21082.36983865893,-0.109581969081802,-0.9718045141796219,-0.20877686239682855,36.896080003094994,4.161663146174734,1
2,-12354.948836121679,-15349.199281799563,17513.205436596112,0.6801460737483898,0.5236691816119213,0.5130028329303365,48.36865345485001,231.16855483891905,1
3,-15519.784948056102,1753.464561811437,21237.153321397916,0.028751310265376997,-0.973287904196711,-0.22778063504696375,36.33203060814797,173.55391336045207,1
4,-20925.537426380117,-4780.087598402096,-15304.49901070818,-0.1407961105698713,-0.5406112416227443,0.8294069813303426,125.48934254647467,192.86747496913574,1
5,-9015.411025855274,-17071.58801555539,-17950.996926689968,-0.3600579238806861,-0.3001245160529968,0.8833366098575811,132.91730981376685,242.16171402933696,1
6,6710.2159247252075,-9686.52813364262,23581.75606183123,-0.8600331567488136,0.4864598776136807,0.15394725319002395,26.55111705236201,304.7117760550074,1
7,1354.2848032753475,12674.381638776556,23075.549977113456,-0.9675672517099954,0.015504157316779673,-0.25213733266667065,28.915493073259917,83.90096475292995,1
8,-13751.396263975103,-12645.979260584052,-18599.28367792722,-0.3509127877319508,-0.3388885027671959,0.8729345898166707,134.87269012649688,222.60208184801584,1
9,-8513.160226674054,-24722.304933032367,3359.87883012739,0.6795805615117606,0.1464169855011652,0.7188409606944445,82.67764581973398,250.99878177139203,1
10,503.42206394066193,-25590.345470295782,-6311.563113559934,-0.5246583729335516,0.05217399868877412,0.8497125782119164,103.85225055654391,271.1269968822219,1
11,-6471.370926052679,-19034.685937615348,17051.60208290672,0.8814599797609309,0.34871058779120157,0.31847955984988097,49.697349910469015,251.22310620049544,1
